train/test on models/fasttext.conf
Your CPU supports instructions that this binary was not compiled to use: SSE3 SSE4.1 SSE4.2 AVX AVX2
For maximum performance, you can install NMSLIB from sources 
2022-05-16 14:45:58,406[INFO]:zensols.deeplearn.model.executor.status epoch 14/100: tr:6451.5|va min: 19960|va: 20074|lr:  0.01 /\
2022-05-16 14:53:06,138[INFO]:zensols.deeplearn.model.executor.status epoch 15/100: tr:6075.6|va min: 19960|va: 18489|lr:  0.01 \/
2022-05-16 14:53:11,283[INFO]:zensols.deeplearn.model.manager saved model weights to data/model/bilstm-crf_tok-glove-300d/weight.pt in 5s
2022-05-16 14:53:11,946[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bilstm-crf_tok-glove-300d/state.pt in 0s
2022-05-16 14:53:11,950[INFO]:zensols.deeplearn.result.manager saving text results to data/model/tmp/bilstm-crf_tok-glove-300d.txt
2022-05-16 14:53:18,955[INFO]:zensols.deeplearn.result.plot saving results graph to data/model/tmp/bilstm-crf_tok-glove-300d.png
2022-05-16 15:00:27,666[INFO]:zensols.deeplearn.model.executor.status epoch 16/100: tr:  5506|va min: 18489|va: 19189|lr:  0.01 /\
2022-05-16 15:07:35,721[INFO]:zensols.deeplearn.model.executor.status epoch 17/100: tr:4857.7|va min: 18489|va: 21520|lr:  0.01 /\
2022-05-16 15:14:43,505[INFO]:zensols.deeplearn.model.executor.status epoch 18/100: tr:5221.3|va min: 18489|va: 18977|lr:  0.01 /\
2022-05-16 15:21:49,321[INFO]:zensols.deeplearn.model.executor.status epoch 19/100: tr:4963.2|va min: 18489|va: 18414|lr:  0.01 \/
2022-05-16 15:21:54,475[INFO]:zensols.deeplearn.model.manager saved model weights to data/model/bilstm-crf_tok-glove-300d/weight.pt in 5s
2022-05-16 15:21:55,322[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bilstm-crf_tok-glove-300d/state.pt in 0s
2022-05-16 15:21:55,327[INFO]:zensols.deeplearn.result.manager saving text results to data/model/tmp/bilstm-crf_tok-glove-300d.txt
2022-05-16 15:22:06,364[INFO]:zensols.deeplearn.result.plot saving results graph to data/model/tmp/bilstm-crf_tok-glove-300d.png
2022-05-16 15:29:13,373[INFO]:zensols.deeplearn.model.executor.status epoch 20/100: tr:4734.4|va min: 18414|va: 18453|lr:  0.01 /\
2022-05-16 15:36:19,975[INFO]:zensols.deeplearn.model.executor.status epoch 21/100: tr:4455.3|va min: 18414|va: 17764|lr:  0.01 \/
2022-05-16 15:36:25,114[INFO]:zensols.deeplearn.model.manager saved model weights to data/model/bilstm-crf_tok-glove-300d/weight.pt in 5s
2022-05-16 15:36:26,065[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bilstm-crf_tok-glove-300d/state.pt in 0s
2022-05-16 15:36:26,070[INFO]:zensols.deeplearn.result.manager saving text results to data/model/tmp/bilstm-crf_tok-glove-300d.txt
2022-05-16 15:36:38,019[INFO]:zensols.deeplearn.result.plot saving results graph to data/model/tmp/bilstm-crf_tok-glove-300d.png
2022-05-16 15:43:44,376[INFO]:zensols.deeplearn.model.executor.status epoch 22/100: tr:4531.9|va min: 17764|va: 17358|lr:  0.01 \/
2022-05-16 15:43:49,506[INFO]:zensols.deeplearn.model.manager saved model weights to data/model/bilstm-crf_tok-glove-300d/weight.pt in 5s
2022-05-16 15:43:50,481[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bilstm-crf_tok-glove-300d/state.pt in 0s
2022-05-16 15:43:50,482[INFO]:zensols.deeplearn.result.manager saving text results to data/model/tmp/bilstm-crf_tok-glove-300d.txt
2022-05-16 15:44:02,990[INFO]:zensols.deeplearn.result.plot saving results graph to data/model/tmp/bilstm-crf_tok-glove-300d.png
2022-05-16 15:51:11,509[INFO]:zensols.deeplearn.model.executor.status epoch 23/100: tr:4273.1|va min: 17358|va: 17984|lr:  0.01 /\
2022-05-16 15:58:19,120[INFO]:zensols.deeplearn.model.executor.status epoch 24/100: tr:4271.1|va min: 17358|va: 15796|lr:  0.01 \/
2022-05-16 15:58:24,266[INFO]:zensols.deeplearn.model.manager saved model weights to data/model/bilstm-crf_tok-glove-300d/weight.pt in 5s
2022-05-16 15:58:25,341[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bilstm-crf_tok-glove-300d/state.pt in 0s
2022-05-16 15:58:25,343[INFO]:zensols.deeplearn.result.manager saving text results to data/model/tmp/bilstm-crf_tok-glove-300d.txt
2022-05-16 15:58:38,991[INFO]:zensols.deeplearn.result.plot saving results graph to data/model/tmp/bilstm-crf_tok-glove-300d.png
2022-05-16 16:05:46,413[INFO]:zensols.deeplearn.model.executor.status epoch 25/100: tr:3791.5|va min: 15796|va: 17979|lr:  0.01 /\
2022-05-16 16:12:53,208[INFO]:zensols.deeplearn.model.executor.status epoch 26/100: tr:3931.2|va min: 15796|va: 19128|lr:  0.01 /\
2022-05-16 16:20:01,340[INFO]:zensols.deeplearn.model.executor.status epoch 27/100: tr: 15927|va min: 15796|va: 37896|lr:  0.01 /\
2022-05-16 16:27:08,320[INFO]:zensols.deeplearn.model.executor.status epoch 28/100: tr: 1e+05|va min: 15796|va: 1e+05|lr:  0.01 /\
2022-05-16 16:34:17,402[INFO]:zensols.deeplearn.model.executor.status epoch 29/100: tr: 4e+05|va min: 15796|va: 3e+05|lr:  0.01 /\
2022-05-16 16:41:25,062[INFO]:zensols.deeplearn.model.executor.status epoch 30/100: tr: 8e+05|va min: 15796|va: 5e+05|lr:  0.01 /\
/data/tmp/secid/model/pyvirenv/lib/python3.9/site-packages/zensols/deeplearn/model/batchiter.py:187: FutureWarning: Non-finite norm encountered in torch.nn.utils.clip_grad_norm_; continuing anyway. Note that the default behavior will change in a future release to error out if a non-finite total norm is encountered. At that point, setting error_if_nonfinite=false will be required to retain the old behavior.
  nn.utils.clip_grad_norm_(model.parameters(), **clip_params)
2022-05-16 16:48:31,845[INFO]:zensols.deeplearn.model.executor.status epoch 31/100: tr: 1e+06|va min: 15796|va: 6e+05|lr:  0.01 /\
2022-05-16 16:55:39,787[INFO]:zensols.deeplearn.model.executor.status epoch 32/100: tr: 1e+06|va min: 15796|va: 8e+05|lr:  0.01 /\
2022-05-16 17:02:47,119[INFO]:zensols.deeplearn.model.executor.status epoch 33/100: tr:   nan|va min: 15796|va:   nan|lr:  0.01 /\
2022-05-16 17:09:54,552[INFO]:zensols.deeplearn.model.executor.status epoch 34/100: tr:   nan|va min: 15796|va:   nan|lr:  0.01 /\
2022-05-16 17:17:02,857[INFO]:zensols.deeplearn.model.executor.status epoch 35/100: tr:   nan|va min: 15796|va:   nan|lr: 0.001 /\
2022-05-16 17:24:10,523[INFO]:zensols.deeplearn.model.executor.status epoch 36/100: tr:   nan|va min: 15796|va:   nan|lr: 0.001 /\
2022-05-16 17:31:18,135[INFO]:zensols.deeplearn.model.executor.status epoch 37/100: tr:   nan|va min: 15796|va:   nan|lr: 0.001 /\
2022-05-16 17:38:26,767[INFO]:zensols.deeplearn.model.executor.status epoch 38/100: tr:   nan|va min: 15796|va:   nan|lr: 0.001 /\
2022-05-16 17:45:35,841[INFO]:zensols.deeplearn.model.executor.status epoch 39/100: tr:   nan|va min: 15796|va:   nan|lr: 0.001 /\
2022-05-16 17:52:44,476[INFO]:zensols.deeplearn.model.executor.status epoch 40/100: tr:   nan|va min: 15796|va:   nan|lr: 0.001 /\
2022-05-16 17:59:49,919[INFO]:zensols.deeplearn.model.executor.status epoch 41/100: tr:   nan|va min: 15796|va:   nan|lr: 0.001 /\
2022-05-16 18:06:55,038[INFO]:zensols.deeplearn.model.executor.status epoch 42/100: tr:   nan|va min: 15796|va:   nan|lr: 0.001 /\
2022-05-16 18:14:01,961[INFO]:zensols.deeplearn.model.executor.status epoch 43/100: tr:   nan|va min: 15796|va:   nan|lr: 0.001 /\
2022-05-16 18:21:08,863[INFO]:zensols.deeplearn.model.executor.status epoch 44/100: tr:   nan|va min: 15796|va:   nan|lr: 0.001 /\
2022-05-16 18:28:15,370[INFO]:zensols.deeplearn.model.executor.status epoch 45/100: tr:   nan|va min: 15796|va:   nan|lr: 0.001 /\
2022-05-16 18:35:22,690[INFO]:zensols.deeplearn.model.executor.status epoch 46/100: tr:   nan|va min: 15796|va:   nan|lr:0.0001 /\
2022-05-16 18:42:29,376[INFO]:zensols.deeplearn.model.executor.status epoch 47/100: tr:   nan|va min: 15796|va:   nan|lr:0.0001 /\
2022-05-16 18:49:36,127[INFO]:zensols.deeplearn.model.executor.status epoch 48/100: tr:   nan|va min: 15796|va:   nan|lr:0.0001 /\
2022-05-16 18:56:42,652[INFO]:zensols.deeplearn.model.executor.status epoch 49/100: tr:   nan|va min: 15796|va:   nan|lr:0.0001 /\
2022-05-16 19:03:49,444[INFO]:zensols.deeplearn.model.executor.status epoch 50/100: tr:   nan|va min: 15796|va:   nan|lr:0.0001 /\
2022-05-16 19:10:56,491[INFO]:zensols.deeplearn.model.executor.status epoch 51/100: tr:   nan|va min: 15796|va:   nan|lr:0.0001 /\
2022-05-16 19:18:03,946[INFO]:zensols.deeplearn.model.executor.status epoch 52/100: tr:   nan|va min: 15796|va:   nan|lr:0.0001 /\
2022-05-16 19:25:11,151[INFO]:zensols.deeplearn.model.executor.status epoch 53/100: tr:   nan|va min: 15796|va:   nan|lr:0.0001 /\
2022-05-16 19:32:18,886[INFO]:zensols.deeplearn.model.executor.status epoch 54/100: tr:   nan|va min: 15796|va:   nan|lr:0.0001 /\
2022-05-16 19:39:27,276[INFO]:zensols.deeplearn.model.executor.status epoch 55/100: tr:   nan|va min: 15796|va:   nan|lr:0.0001 /\
2022-05-16 19:46:35,426[INFO]:zensols.deeplearn.model.executor.status epoch 56/100: tr:   nan|va min: 15796|va:   nan|lr:0.0001 /\
2022-05-16 19:53:42,813[INFO]:zensols.deeplearn.model.executor.status epoch 57/100: tr:   nan|va min: 15796|va:   nan|lr: 1e-05 /\
2022-05-16 20:00:50,403[INFO]:zensols.deeplearn.model.executor.status epoch 58/100: tr:   nan|va min: 15796|va:   nan|lr: 1e-05 /\
2022-05-16 20:07:58,965[INFO]:zensols.deeplearn.model.executor.status epoch 59/100: tr:   nan|va min: 15796|va:   nan|lr: 1e-05 /\
2022-05-16 20:15:07,460[INFO]:zensols.deeplearn.model.executor.status epoch 60/100: tr:   nan|va min: 15796|va:   nan|lr: 1e-05 /\
2022-05-16 20:22:16,119[INFO]:zensols.deeplearn.model.executor.status epoch 61/100: tr:   nan|va min: 15796|va:   nan|lr: 1e-05 /\
2022-05-16 20:29:24,607[INFO]:zensols.deeplearn.model.executor.status epoch 62/100: tr:   nan|va min: 15796|va:   nan|lr: 1e-05 /\
2022-05-16 20:36:33,158[INFO]:zensols.deeplearn.model.executor.status epoch 63/100: tr:   nan|va min: 15796|va:   nan|lr: 1e-05 /\
2022-05-16 20:43:41,737[INFO]:zensols.deeplearn.model.executor.status epoch 64/100: tr:   nan|va min: 15796|va:   nan|lr: 1e-05 /\
2022-05-16 20:50:51,023[INFO]:zensols.deeplearn.model.executor.status epoch 65/100: tr:   nan|va min: 15796|va:   nan|lr: 1e-05 /\
2022-05-16 20:57:59,516[INFO]:zensols.deeplearn.model.executor.status epoch 66/100: tr:   nan|va min: 15796|va:   nan|lr: 1e-05 /\
2022-05-16 21:05:08,116[INFO]:zensols.deeplearn.model.executor.status epoch 67/100: tr:   nan|va min: 15796|va:   nan|lr: 1e-05 /\
2022-05-16 21:12:16,416[INFO]:zensols.deeplearn.model.executor.status epoch 68/100: tr:   nan|va min: 15796|va:   nan|lr: 1e-06 /\
2022-05-16 21:19:24,514[INFO]:zensols.deeplearn.model.executor.status epoch 69/100: tr:   nan|va min: 15796|va:   nan|lr: 1e-06 /\
2022-05-16 21:26:32,901[INFO]:zensols.deeplearn.model.executor.status epoch 70/100: tr:   nan|va min: 15796|va:   nan|lr: 1e-06 /\
2022-05-16 21:33:41,308[INFO]:zensols.deeplearn.model.executor.status epoch 71/100: tr:   nan|va min: 15796|va:   nan|lr: 1e-06 /\
2022-05-16 21:40:49,675[INFO]:zensols.deeplearn.model.executor.status epoch 72/100: tr:   nan|va min: 15796|va:   nan|lr: 1e-06 /\
2022-05-16 21:47:58,072[INFO]:zensols.deeplearn.model.executor.status epoch 73/100: tr:   nan|va min: 15796|va:   nan|lr: 1e-06 /\
2022-05-16 21:55:06,418[INFO]:zensols.deeplearn.model.executor.status epoch 74/100: tr:   nan|va min: 15796|va:   nan|lr: 1e-06 /\
2022-05-16 22:02:14,791[INFO]:zensols.deeplearn.model.executor.status epoch 75/100: tr:   nan|va min: 15796|va:   nan|lr: 1e-06 /\
2022-05-16 22:09:20,900[INFO]:zensols.deeplearn.model.executor.status epoch 76/100: tr:   nan|va min: 15796|va:   nan|lr: 1e-06 /\
2022-05-16 22:16:27,788[INFO]:zensols.deeplearn.model.executor.status epoch 77/100: tr:   nan|va min: 15796|va:   nan|lr: 1e-06 /\
2022-05-16 22:23:36,063[INFO]:zensols.deeplearn.model.executor.status epoch 78/100: tr:   nan|va min: 15796|va:   nan|lr: 1e-06 /\
2022-05-16 22:30:44,902[INFO]:zensols.deeplearn.model.executor.status epoch 79/100: tr:   nan|va min: 15796|va:   nan|lr: 1e-07 /\
2022-05-16 22:37:51,921[INFO]:zensols.deeplearn.model.executor.status epoch 80/100: tr:   nan|va min: 15796|va:   nan|lr: 1e-07 /\
2022-05-16 22:44:58,929[INFO]:zensols.deeplearn.model.executor.status epoch 81/100: tr:   nan|va min: 15796|va:   nan|lr: 1e-07 /\
2022-05-16 22:52:06,013[INFO]:zensols.deeplearn.model.executor.status epoch 82/100: tr:   nan|va min: 15796|va:   nan|lr: 1e-07 /\
2022-05-16 22:59:13,309[INFO]:zensols.deeplearn.model.executor.status epoch 83/100: tr:   nan|va min: 15796|va:   nan|lr: 1e-07 /\
2022-05-16 23:06:21,896[INFO]:zensols.deeplearn.model.executor.status epoch 84/100: tr:   nan|va min: 15796|va:   nan|lr: 1e-07 /\
2022-05-16 23:13:30,302[INFO]:zensols.deeplearn.model.executor.status epoch 85/100: tr:   nan|va min: 15796|va:   nan|lr: 1e-07 /\
2022-05-16 23:20:39,231[INFO]:zensols.deeplearn.model.executor.status epoch 86/100: tr:   nan|va min: 15796|va:   nan|lr: 1e-07 /\
2022-05-16 23:27:47,606[INFO]:zensols.deeplearn.model.executor.status epoch 87/100: tr:   nan|va min: 15796|va:   nan|lr: 1e-07 /\
2022-05-16 23:34:55,028[INFO]:zensols.deeplearn.model.executor.status epoch 88/100: tr:   nan|va min: 15796|va:   nan|lr: 1e-07 /\
2022-05-16 23:41:59,924[INFO]:zensols.deeplearn.model.executor.status epoch 89/100: tr:   nan|va min: 15796|va:   nan|lr: 1e-07 /\
2022-05-16 23:49:06,231[INFO]:zensols.deeplearn.model.executor.status epoch 90/100: tr:   nan|va min: 15796|va:   nan|lr: 1e-08 /\
2022-05-16 23:56:13,505[INFO]:zensols.deeplearn.model.executor.status epoch 91/100: tr:   nan|va min: 15796|va:   nan|lr: 1e-08 /\
2022-05-17 00:03:19,809[INFO]:zensols.deeplearn.model.executor.status epoch 92/100: tr:   nan|va min: 15796|va:   nan|lr: 1e-08 /\
2022-05-17 00:10:25,332[INFO]:zensols.deeplearn.model.executor.status epoch 93/100: tr:   nan|va min: 15796|va:   nan|lr: 1e-08 /\
2022-05-17 00:17:31,797[INFO]:zensols.deeplearn.model.executor.status epoch 94/100: tr:   nan|va min: 15796|va:   nan|lr: 1e-08 /\
2022-05-17 00:24:37,974[INFO]:zensols.deeplearn.model.executor.status epoch 95/100: tr:   nan|va min: 15796|va:   nan|lr: 1e-08 /\
2022-05-17 00:31:43,668[INFO]:zensols.deeplearn.model.executor.status epoch 96/100: tr:   nan|va min: 15796|va:   nan|lr: 1e-08 /\
2022-05-17 00:38:50,065[INFO]:zensols.deeplearn.model.executor.status epoch 97/100: tr:   nan|va min: 15796|va:   nan|lr: 1e-08 /\
2022-05-17 00:45:57,188[INFO]:zensols.deeplearn.model.executor.status epoch 98/100: tr:   nan|va min: 15796|va:   nan|lr: 1e-08 /\
2022-05-17 00:53:04,448[INFO]:zensols.deeplearn.model.executor.status epoch 99/100: tr:   nan|va min: 15796|va:   nan|lr: 1e-08 /\
2022-05-17 00:53:04,448[INFO]:zensols.deeplearn.model.executor.status epoch threshold reached at 100
2022-05-17 00:53:04,449[INFO]:zensols.deeplearn.model.executor.status final minimum validation loss: 15795.557406338778, 16 decreases
2022-05-17 00:53:04,804[INFO]:zensols.deeplearn.model.manager loaded check point from data/model/bilstm-crf_tok-glove-300d/state.pt in 0s
2022-05-17 00:53:08,757[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bilstm-crf_tok-glove-300d/state.pt in 3s
2022-05-17 00:53:08,758[INFO]:zensols.deeplearn.model.executor.status executed train in 11 hours, 55 minutes, 25s
2022-05-17 00:53:08,759[INFO]:zensols.deeplearn.model.executor.status deallocating 91 batches
2022-05-17 00:53:09,050[INFO]:zensols.deeplearn.model.facade trained in 11 hours, 55 minutes, 26s
2022-05-17 00:53:09,051[INFO]:zensols.deeplearn.model.executor.status reloading model weights
2022-05-17 00:53:09,466[INFO]:zensols.deeplearn.model.executor.status created model on cpu with use cuda: True, device: cuda:0
2022-05-17 00:53:10,898[INFO]:zensols.deeplearn.model.manager loaded check point from data/model/bilstm-crf_tok-glove-300d/state.pt in 1s
2022-05-17 00:53:12,199[INFO]:zensols.deeplearn.model.manager loaded model from data/model/bilstm-crf_tok-glove-300d on device cpu
2022-05-17 00:53:12,199[INFO]:zensols.deeplearn.model.facade testing...
2022-05-17 00:53:12,199[INFO]:zensols.deeplearn.model.executor.status batch iteration: gpu, limit: 9223372036854775807, caching: True, cached: 1
2022-05-17 00:53:12,199[INFO]:zensols.deeplearn.model.executor.status preparing datasets using iteration: gpu
2022-05-17 00:53:12,199[INFO]:zensols.deeplearn.model.executor.status using batch limit: 9223372036854775807 for test
2022-05-17 00:53:12,204[INFO]:zensols.deeplearn.batch.stash loaded batch 91 (test) in 0s
2022-05-17 00:53:12,207[INFO]:zensols.deeplearn.batch.stash loaded batch 92 (test) in 0s
2022-05-17 00:53:12,211[INFO]:zensols.deeplearn.batch.stash loaded batch 93 (test) in 0s
2022-05-17 00:53:12,214[INFO]:zensols.deeplearn.batch.stash loaded batch 94 (test) in 0s
2022-05-17 00:53:12,217[INFO]:zensols.deeplearn.batch.stash loaded batch 95 (test) in 0s
2022-05-17 00:53:12,221[INFO]:zensols.deeplearn.batch.stash loaded batch 96 (test) in 0s
2022-05-17 00:53:12,225[INFO]:zensols.deeplearn.batch.stash loaded batch 97 (test) in 0s
2022-05-17 00:53:12,228[INFO]:zensols.deeplearn.batch.stash loaded batch 98 (test) in 0s
2022-05-17 00:53:12,232[INFO]:zensols.deeplearn.batch.stash loaded batch 99 (test) in 0s
2022-05-17 00:53:12,235[INFO]:zensols.deeplearn.batch.stash loaded batch 100 (test) in 0s
2022-05-17 00:53:12,236[INFO]:zensols.deeplearn.batch.stash loaded batch 101 (test) in 0s
2022-05-17 00:53:12,247[INFO]:zensols.deeplearn.model.executor.status loaded 11 batches in 0s
2022-05-17 00:53:12,247[INFO]:zensols.deeplearn.model.executor.status train/test sets: 11
2022-05-17 00:53:12,454[INFO]:zensols.deeplearn.model.executor.status testing model <class 'zensols.deepnlp.layer.embrecurcrf.EmbeddedRecurrentCRF'> on cuda:0
2022-05-17 00:53:22,361[INFO]:zensols.deeplearn.model.executor.status executed test in 10s
2022-05-17 00:53:22,361[INFO]:zensols.deeplearn.model.executor.status deallocating 11 batches
2022-05-17 00:53:22,392[INFO]:zensols.deeplearn.model.facade tested in 10s
2022-05-17 00:53:23,582[INFO]:zensols.deeplearn.result.manager copying model data/model/bilstm-crf_tok-glove-300d -> results/model/bilstm-crf_tok-glove-300d-1.model
2022-05-17 00:53:24,565[INFO]:zensols.deeplearn.result.manager saving text results to results/model/bilstm-crf_tok-glove-300d-1.txt
2022-05-17 00:54:19,035[INFO]:zensols.deeplearn.result.manager saving json results to results/model/bilstm-crf_tok-glove-300d-1.json
2022-05-17 00:54:55,947[INFO]:zensols.deeplearn.result.plot saving results graph to results/model/bilstm-crf_tok-glove-300d-1.png
Name: BiLSTM-CRF_tok (GloVE 300D): 1
Run index: 2
Learning rate: 0.01
    train:
        started: 05/16/2022 12:57:43:591274
        ended: 05/17/2022 00:52:45:150934
        batches: 80
        ave data points per batch/total: 20.0/1598
        min/ave/max loss: 1064.03625/3791.50076/26053.53516
    validation:
        started: 05/16/2022 13:04:31:520526
        ended: 05/17/2022 00:53:04:447736
        batches: 11
        ave data points per batch/total: 22580.0/248380
        converged/epochs: 25/100
        min/ave/max loss: 124.37427/15795.55741/38318.52051
        accuracy: 0.929 (230630/248380)
        micro: F1: 0.929, precision: 0.929, recall: 0.929
        macro: F1: 0.774, precision: 0.830, recall: 0.767
        weighted: F1: 0.920, precision: 0.918, recall: 0.929
    test:
        started: 05/17/2022 00:53:12:454567
        ended: 05/17/2022 00:53:22:360402
        batches: 11
        ave data points per batch/total: 26390.3/290293
        min/ave/max loss: 0.00000/0.00000/0.00000
        accuracy: 0.955 (277214/290293)
        micro: F1: 0.955, precision: 0.955, recall: 0.955
        macro: F1: 0.787, precision: 0.801, recall: 0.788
        weighted: F1: 0.952, precision: 0.951, recall: 0.955
train/test on models/glove50.conf
Your CPU supports instructions that this binary was not compiled to use: SSE3 SSE4.1 SSE4.2 AVX AVX2
For maximum performance, you can install NMSLIB from sources 
pip install --no-binary :all: nmslib
2022-05-17 00:55:07,500[INFO]:zensols.deeplearn.model.executor.status resetting executor
2022-05-17 00:55:07,500[INFO]:zensols.deeplearn.model.facade training...
2022-05-17 00:55:07,513[INFO]:zensols.install.installer rename: False, path (/work/tmp/.cache/zensols/deepnlp/glove.6B.50d.txt) exists: True
2022-05-17 00:55:07,520[INFO]:zensols.deeplearn.model.executor.status batch iteration: gpu, limit: 9223372036854775807, caching: True, cached: 0
2022-05-17 00:55:07,520[INFO]:zensols.deeplearn.model.executor.status preparing datasets using iteration: gpu
2022-05-17 00:55:07,521[INFO]:zensols.deeplearn.model.executor.status using batch limit: 9223372036854775807 for train
2022-05-17 00:55:07,526[INFO]:zensols.deeplearn.batch.stash loaded batch 11 (train) in 0s
2022-05-17 00:55:07,529[INFO]:zensols.deeplearn.batch.stash loaded batch 12 (train) in 0s
2022-05-17 00:55:07,533[INFO]:zensols.deeplearn.batch.stash loaded batch 13 (train) in 0s
2022-05-17 00:55:07,536[INFO]:zensols.deeplearn.batch.stash loaded batch 14 (train) in 0s
2022-05-17 00:55:07,540[INFO]:zensols.deeplearn.batch.stash loaded batch 15 (train) in 0s
2022-05-17 00:55:07,543[INFO]:zensols.deeplearn.batch.stash loaded batch 16 (train) in 0s
2022-05-17 00:55:07,546[INFO]:zensols.deeplearn.batch.stash loaded batch 17 (train) in 0s
2022-05-17 00:55:07,556[INFO]:zensols.deeplearn.batch.stash loaded batch 18 (train) in 0s
2022-05-17 00:55:07,560[INFO]:zensols.deeplearn.batch.stash loaded batch 19 (train) in 0s
2022-05-17 00:55:07,563[INFO]:zensols.deeplearn.batch.stash loaded batch 20 (train) in 0s
2022-05-17 00:55:07,566[INFO]:zensols.deeplearn.batch.stash loaded batch 21 (train) in 0s
2022-05-17 00:55:07,570[INFO]:zensols.deeplearn.batch.stash loaded batch 22 (train) in 0s
2022-05-17 00:55:07,573[INFO]:zensols.deeplearn.batch.stash loaded batch 23 (train) in 0s
2022-05-17 00:55:07,576[INFO]:zensols.deeplearn.batch.stash loaded batch 24 (train) in 0s
2022-05-17 00:55:07,580[INFO]:zensols.deeplearn.batch.stash loaded batch 25 (train) in 0s
2022-05-17 00:55:07,583[INFO]:zensols.deeplearn.batch.stash loaded batch 26 (train) in 0s
2022-05-17 00:55:07,586[INFO]:zensols.deeplearn.batch.stash loaded batch 27 (train) in 0s
2022-05-17 00:55:07,590[INFO]:zensols.deeplearn.batch.stash loaded batch 28 (train) in 0s
2022-05-17 00:55:07,593[INFO]:zensols.deeplearn.batch.stash loaded batch 29 (train) in 0s
2022-05-17 00:55:07,596[INFO]:zensols.deeplearn.batch.stash loaded batch 30 (train) in 0s
2022-05-17 00:55:07,600[INFO]:zensols.deeplearn.batch.stash loaded batch 31 (train) in 0s
2022-05-17 00:55:07,603[INFO]:zensols.deeplearn.batch.stash loaded batch 32 (train) in 0s
2022-05-17 00:55:07,606[INFO]:zensols.deeplearn.batch.stash loaded batch 33 (train) in 0s
2022-05-17 00:55:07,610[INFO]:zensols.deeplearn.batch.stash loaded batch 34 (train) in 0s
2022-05-17 00:55:07,613[INFO]:zensols.deeplearn.batch.stash loaded batch 35 (train) in 0s
2022-05-17 00:55:07,616[INFO]:zensols.deeplearn.batch.stash loaded batch 36 (train) in 0s
2022-05-17 00:55:07,619[INFO]:zensols.deeplearn.batch.stash loaded batch 37 (train) in 0s
2022-05-17 00:55:07,623[INFO]:zensols.deeplearn.batch.stash loaded batch 38 (train) in 0s
2022-05-17 00:55:07,626[INFO]:zensols.deeplearn.batch.stash loaded batch 39 (train) in 0s
2022-05-17 00:55:07,630[INFO]:zensols.deeplearn.batch.stash loaded batch 40 (train) in 0s
2022-05-17 00:55:07,633[INFO]:zensols.deeplearn.batch.stash loaded batch 41 (train) in 0s
2022-05-17 00:55:07,637[INFO]:zensols.deeplearn.batch.stash loaded batch 42 (train) in 0s
2022-05-17 00:55:07,640[INFO]:zensols.deeplearn.batch.stash loaded batch 43 (train) in 0s
2022-05-17 00:55:07,643[INFO]:zensols.deeplearn.batch.stash loaded batch 44 (train) in 0s
2022-05-17 00:55:07,647[INFO]:zensols.deeplearn.batch.stash loaded batch 45 (train) in 0s
2022-05-17 00:55:07,650[INFO]:zensols.deeplearn.batch.stash loaded batch 46 (train) in 0s
2022-05-17 00:55:07,654[INFO]:zensols.deeplearn.batch.stash loaded batch 47 (train) in 0s
2022-05-17 00:55:07,657[INFO]:zensols.deeplearn.batch.stash loaded batch 48 (train) in 0s
2022-05-17 00:55:07,661[INFO]:zensols.deeplearn.batch.stash loaded batch 49 (train) in 0s
2022-05-17 00:55:07,665[INFO]:zensols.deeplearn.batch.stash loaded batch 50 (train) in 0s
2022-05-17 00:55:07,668[INFO]:zensols.deeplearn.batch.stash loaded batch 51 (train) in 0s
2022-05-17 00:55:07,672[INFO]:zensols.deeplearn.batch.stash loaded batch 52 (train) in 0s
2022-05-17 00:55:07,675[INFO]:zensols.deeplearn.batch.stash loaded batch 53 (train) in 0s
2022-05-17 00:55:07,679[INFO]:zensols.deeplearn.batch.stash loaded batch 54 (train) in 0s
2022-05-17 00:55:07,682[INFO]:zensols.deeplearn.batch.stash loaded batch 55 (train) in 0s
2022-05-17 00:55:07,685[INFO]:zensols.deeplearn.batch.stash loaded batch 56 (train) in 0s
2022-05-17 00:55:07,689[INFO]:zensols.deeplearn.batch.stash loaded batch 57 (train) in 0s
2022-05-17 00:55:07,692[INFO]:zensols.deeplearn.batch.stash loaded batch 58 (train) in 0s
2022-05-17 00:55:07,696[INFO]:zensols.deeplearn.batch.stash loaded batch 59 (train) in 0s
2022-05-17 00:55:07,699[INFO]:zensols.deeplearn.batch.stash loaded batch 60 (train) in 0s
2022-05-17 00:55:07,703[INFO]:zensols.deeplearn.batch.stash loaded batch 61 (train) in 0s
2022-05-17 00:55:07,706[INFO]:zensols.deeplearn.batch.stash loaded batch 62 (train) in 0s
2022-05-17 00:55:07,709[INFO]:zensols.deeplearn.batch.stash loaded batch 63 (train) in 0s
2022-05-17 00:55:07,713[INFO]:zensols.deeplearn.batch.stash loaded batch 64 (train) in 0s
2022-05-17 00:55:07,716[INFO]:zensols.deeplearn.batch.stash loaded batch 65 (train) in 0s
